,wave.height.time,wave.height,wave.depth
492,2017/1/21 23:00,0.637540102,8.550077438
493,2017/1/22 0:00,0.659138322,8.434169769
494,2017/1/22 1:00,0.626710594,8.384423256
495,2017/1/22 2:00,0.699624896,8.43583107
496,2017/1/22 3:00,0.680258691,8.575853348
497,2017/1/22 4:00,0.688195527,8.74344635
498,2017/1/22 5:00,0.700479031,8.947992325
499,2017/1/22 6:00,0.713046968,9.109781265
500,2017/1/22 7:00,0.70998019,9.23124218
501,2017/1/22 8:00,0.676602781,9.258579254
502,2017/1/22 9:00,0.679264009,9.159573555
503,2017/1/22 10:00,0.775690019,9.040794373
504,2017/1/22 11:00,0.914089501,8.845683098
505,2017/1/22 12:00,0.857984185,8.683911324
506,2017/1/22 13:00,0.822943747,8.53392601
507,2017/1/22 14:00,0.781788945,8.520797729
508,2017/1/22 15:00,0.786764622,8.548660278
509,2017/1/22 16:00,0.792340696,8.62032032
510,2017/1/22 17:00,0.762586296,8.771036148
511,2017/1/22 18:00,0.776968002,8.925899506
512,2017/1/22 19:00,0.761574984,9.033319473
513,2017/1/22 20:00,0.782677531,9.095998764
514,2017/1/22 21:00,0.757736683,9.010883331
515,2017/1/22 22:00,0.765050054,8.924115181
516,2017/1/22 23:00,0.779826701,8.79737854
517,2017/1/23 0:00,0.795229137,8.628913879
518,2017/1/23 1:00,0.808339357,8.507974625
519,2017/1/23 2:00,0.777083158,8.506587982
520,2017/1/23 3:00,0.777245939,8.589122772
521,2017/1/23 4:00,0.76286912,8.719238281
522,2017/1/23 5:00,0.756815493,8.869623184
523,2017/1/23 6:00,0.782350123,9.102937698
524,2017/1/23 7:00,0.821749091,9.328485489
525,2017/1/23 8:00,0.794111073,9.449737549
526,2017/1/23 9:00,0.825443208,9.433019638
527,2017/1/23 10:00,0.843777001,9.390412331
528,2017/1/23 11:00,0.899366975,9.285492897
529,2017/1/23 12:00,0.937862337,9.12206459
530,2017/1/23 13:00,0.980859756,8.927206039
531,2017/1/23 14:00,1.018148661,8.810246468
532,2017/1/23 15:00,1.102841496,8.797111511
533,2017/1/23 16:00,1.256769896,8.856934547
534,2017/1/23 17:00,1.50568223,8.966445923
535,2017/1/23 18:00,1.649520159,9.084245682
536,2017/1/23 19:00,1.814791203,9.281477928
537,2017/1/23 20:00,1.828167081,9.384015083
538,2017/1/23 21:00,1.906860352,9.47561264
539,2017/1/23 22:00,1.970510006,9.45548439
540,2017/1/23 23:00,2.0723629,9.347515106
541,2017/1/24 0:00,1.936842442,9.200136185
542,2017/1/24 1:00,2.068914413,9.026348114
543,2017/1/24 2:00,2.122865677,8.888835907
544,2017/1/24 3:00,2.085860491,8.845355988
545,2017/1/24 4:00,2.02590394,8.924793243
546,2017/1/24 5:00,1.957459807,9.051270485
547,2017/1/24 6:00,1.876172543,9.209415436
548,2017/1/24 7:00,2.046170712,9.453796387
549,2017/1/24 8:00,2.021884203,9.648237228
550,2017/1/24 9:00,1.905745149,9.73712635
551,2017/1/24 10:00,1.939056516,9.722558022
552,2017/1/24 11:00,1.847132206,9.633008957
553,2017/1/24 12:00,1.889021635,9.445270538
554,2017/1/24 13:00,1.751724958,9.203328133
555,2017/1/24 14:00,1.738354206,8.996713638
